sent_rating,processed_text_NoStopwords,data
positivo,usuário Alexa e equipamentos d casa Comprei e instalei a Echo Dot 4ª Geração ficando satisfeito a Echo Dot 3ª Geração e a Echo Show 5 Fiz comparação e achei a 4ª Geração potência som melhor a Echo Dot 3ª Geração acontece a Echo Show 5 som direcionado trás som direcionado frente diferentemente Echo Dot 3ª Geração o distribui 360⁰.Portanto caso venha a utilizar o equipamento canto a parede a Echo Dot 4ª Geração terá performance melhor a Echo Dot 3ª Geração acho a potência Echo Dot 4ª Geração Echo Show 5 fazendo a performance d melhor Entretanto o objetivo centralizar o equipamento distribuir som ambiente a Echo Dot 3ª Geração satisfazer melhor o usuário Independente acima colocado satisfeito o Echo Dot 4ª Geração,2020-12-18 00:00:00
positivo,A qualidade excepcional sendo o modelo avançado caro Ótimo custo-benefício Adoro uso timers notícias previsão lembretes alarmes rastreamento encomendas e Correios tocar Spotify e radios on-line e agendar e utilizar itens casa inteligente lâmpadas e plugs e aparelhos incluindo bomba aciona o enchimento caixa água programei rotina e desperdicei água luz programo o acendimento e desligamento lâmpadas,2021-02-28 00:00:00
positivo,Eh linda o som eh ótimo soubfa produto Comprei echo dot 3 e 4 E acho dot 3 vantagens eh facilmente montável a parede ficando d móvel vc quiser rapidamente diferente casa e sinceramente o áudio 4 eh melhor arrependo comprado a 4 relógio Sendo acho produto sentido gastar compre a geração 3 grana compra a geração 4 relógio foto 4 relógio eh escolha estranha,2020-12-30 00:00:00
positivo,A Alexa Echo Dot divertida ótima qualidade som considerando-se o tamanho reduzido ouve comandos a distância andares casa funções úteis o intercomunicador e recados mensagens deixados membros família proporciona horas conversas e lazer enfim supera a expectativa preço senão infelizmente suporte a YouTube Music comandos voz funciona caixa som bluetooth o obriga a Amazon Music Spotify outro suportado assinante Prime usando Amazon Music limitações repertório).Os controles ar condicionado LG e TV Samsung funcionam ok perdem a conexão algum probleminha wi-fi lâmpadas dispositivos wi-fi pude testar comandos estiver dúvida o concorrente preço similar e controle casa e ouvir música aconselho ficar a Echo Dot principalmente qualidade som surpreendeu positivamente,2021-04-21 00:00:00
positivo,Vale a experiência aparelho ótima facilitou a vida aspectos pessoa gosta listas e organização automatismo casa pude a opção o Echo ajuda tarefas dia a dia agilidade importante a qualidade som músicas e a facilidade pedir tocar Comprei presente pros pais achei altamente necessária a função airdrop e acho fiz escolha,2021-03-08 00:00:00
positivo,Echo Dot GRACINHA apaixonada!!Como possuo Echo Show a Dot conectou automaticamente a wifi e conectar tomada pronta uso a Show s comando reconhecido vídeos YouTube falar Alexa a certa distância ativa problemas falha a Show o Spotify parava funcionar acredito seja problema skill Vale ressaltar usando há 2 semanas Ótima aquisição pro escritório improvisado pandemia,2020-11-17 00:00:00
negativo,Faltam informações compra O consumidor precisa informado potência som e a caixa bateria funcionando tomada deveria existir pleno 2021 viajar contar carro d a encontre tomada ligar O som razoável sabemos a potência divulgada O reconhecimento voz preciso falar d entender claramente o falado estranho produto 400 reais entrar promoção 250 reais a entender a empresa lucro 250 reais e cobra normalmente 400 esperam promoções vale 400 250 sugiro espere boas promoções saiba bateria,2021-07-01 00:00:00
negativo,Atualizando o produto O microfone horrível diferente repetir comandos gritando reclamação recorrente vi internet dispositivo funciona Echo comandos funcionam funcionam n gerando estresse O suporte a Amazon tratou e ofereceu respostas automáticas ignorando totalmente tentativas resolver problema Decepcionado e arrependido recomendo produto,2021-03-12 00:00:00
positivo,echo dot tinha 3 e comprei 4 deixar e outro sala O conceito total maravilhoso vejo a possibilidade listas compras lembrada compromissos acender luzes d achei q o echo 3 compreensão palavras a distância superior senti q tinha achado q o teria upgrade colocando o 4 n devolvi o 3 p o q uso acender luzes sonolenta madrugada entende e obedece prontamente,2021-04-16 00:00:00
positivo,Usei o Google Mini 2 anos e troquei Alexa BlackFriday d ano positivos skills o som e a sincronia Kindle negativos o reconhecimento voz o Spotify e principalmente bilingue positivos skills constantemente criadas dinamismo a o aparelho pesquisar interessa e torcer pra funcionar a qualidade sonora incomparavelmente melhor caixinha e pesada sentido livros Kindle e pedir a Alexa continue a leitura pra mim excelente cansado telas negativos dificuldade acionada silêncio a o reproduzir perceptível saí dispositivo outro grave Spotify muitas músicas e playlists solicitar encontrou ridículo e pior o Google o pior pra mim falar idiomas alterar configurações Há nomes e comandos entender outro idioma e há o Google basta pedir outro idioma e responder a Alexa pra dezembro 2020).As comparações trazem crítica o Echo Dot excelente dispositivo dúvidas compra vale a pena,2021-01-02 00:00:00
negativo,A Echo Dot 4ª geração veio design radical formato achatado formato esférico tornando-a bonita aprovou o modelo Entretanto a o comprar a Echo Dot 4ª geração a 3ª pude perceber diferença contundente microfones a Echo dot 3ª geração possui microfones sensíveis a 4ª geração surda s preciso chamar atendido Substitui a Echo 3ª 4ª geração e a experiência modelo pensava suma prefiro o modelo antigo,2021-01-26 00:00:00
positivo,Produto segue a linha Amazon e Qualidade som absurda várias opções inclusas o time controle inteligente casa sistemas músicas voz acender apagar e mudar a cor lâmpada pra precisar levantar cama pra apagar a luz).Potência e qualidade som trunfos produto Realmente bons O problema o produto realmente fica surda principalmente tocando música volumes altos estando d acaba escutando o comando acontece situações pontuais Geralmente ótima ouvinte O produto recomendo pra gosta música e pretende colocar dispositivos inteligentes casa Ótimo produto,2021-04-29 00:00:00
positivo,Compramos casa pq mãe gosta ouvir música celular bluetooth d e rádios q toque cds d A Alexa ótima aquisição pq 63 anos e consegue ouvir gosta pedindo controle voz d tb tinha dificuldade entender colocar a TV aplicativos stream consegue colocar e assistir pedindo a Alexa 2 Alexas e coloquei lâmpada smart e funciona perfeitamente A Alexa ótima pra casa inteligente e idosos dificuldade tecnologia pq o controle voz prático pra controles e instalação celular Obviamente alguém precisa instalar a Alexa celular pra caso mãe instalei mesma mexo,2021-05-08 00:00:00
positivo,o apartamento automatizado lâmpadas TV tomadas ar condicionado etc versão Echo Dot suficiente suprir necessidades apartamento lembrando ambiente pequeno 40m2).Deixando corredor importa estamos escritório sala cozinha banheiro ouve e precisar gritar falar alto O reconhecimento voz incrível e o som maravilhoso arrependo verdade percebesse essencial casa,2022-02-15 00:00:00
positivo,A mídia carregada Comprei principalmente desenvolvimento ações casa inteligente Uso sala e a qualidade som Escuto música chiado volume e ouvir perfeitamente cômodos casa Reconhecimento voz tranquilo e rapido precisa ficar gritando atender a acústica casa e fica sala ajudam n a tv ligada barulho costuma ouvir perfeitamente problemas palavras pixar entende pizza percebi entonação voz entao geralmente repetir o gera pequeno desgaste e dei 4 estrelas conheço gerações anteriores echo dot e atende super divirto skills jogos e super prático despertadores agenda e notificações uso a casa inteligente comentei explorei o aparelho achei ótima compra e pretendo investir deixar prático o app vira e mexe compreende ações e fica indisponível d problema pixar e app celular constantemente indisponível outro incomoda fato o cabo carregamento aparelho branco sendo o modelo comprei preto O cabo poderia mesma cor Echo Dot ficar discreto,2021-08-07 00:00:00
positivo,A mídia carregada Produto realmente indispensável dia a dia itens inteligentes casa Recomendo a compra!Obs Comprei promoção Amazon R$ 150 desconto+Cashback puder aguarde o baixar,2021-06-24 00:00:00
negativo,o aparelho compra achando descobrir alguma utilidade e decepciona rapidamente caixa som legal e Começa fica amarrado a usuário o casa acabam fazendo conta Amazon limitações reconhecer a voz pessoa skills Brasil limitados e bobos uso o Todoist a skill d funciona Brasil apps Resumo 1o dia engraçado 2o engraçadinho 3o ninguém lembra Alexa,2021-01-21 00:00:00
negativo,echo dot escuta quase comparada a geração deixa muuuuuuuuuuito a desejar melhor utilizar a Alexa telefone depender d versão Extremamente ruim,2020-12-07 00:00:00
positivo,home theater sincero a qualidade d alexa sozinha o suficiente o ambiente alocada Som limpo direcional e claro ambientes abertos e interferências externas consegue ouvir n caso recomendado o outro modelo fica surda e entende 2 bugou travar e esperar destravar sozinha o potencial d preço vale o investimento vc quiser aprender línguas super recomendo,2021-08-19 00:00:00
positivo,A caixa som fantástica som balanceado volume e reconhece comandos voz Preenche sala 20 m² conforto A conexão caixa a WiFi demora 5 minutos feita o aplicativo Alexa a evoluir preciso 5 tentativas conexão deu certo E conectado precisa diversas intervenções manuais conectar contas apps Spotify adicionar a habilidade Enfim usuário leigo complicado alguém entenda precise tentativas acaba dando certo Recomendo,2021-05-11 00:00:00
positivo,A Echo Dot som excelente o tamanho d moro sobrado e consigo ouvir andar precisar aumentar O grave intenso entrega som qualidade considerando faixa preço facilidades Alexa possui muitas e descobrindo capaz rotinas tomadas e lâmpadas inteligentes facilidade e economia atividades casa caixa som encontre mercado melhor a o colocar a Alexa balança a Echo Dot desbanca similar,2021-01-23 00:00:00
positivo,O reconhecimento comando voz atende linha direta a o echo dot escritório e o produto parede curva sair escritório e chegar a o a Alexa respondeu necessário falar alto Gostei qualidade som claro devido a o tamanho caixa destinada a realização show Maracanã Tendo mente uso ambiente residencial o som qualidade ouvindo volume alto usado pedir informações ouvir notícias e músicas usando controle inteligentes casa luminária TV.Estou satisfeito e recomendo o produto,2021-07-12 00:00:00
positivo,Uso escutar rádios e musicas Deezer e Spotfy e pra atende perfeitamente torna pratico começar a escutar o pausar e regular o volume outro cômodo casa consigo pro dispositivo o e atendido uso timer pra cozinhar pergunto o horas coisas básicas usos limitado Perguntei horóscopo signos e houve Alexa achar o signo Aquário zodíaco d achou Aries Escorpião Sagitário Aquário resposta a pra musica ambiente sendo ótimo detalhe raras fica surda e acontece esperar 30 segundos continuar tentando falar ficar gritando a situação piora Temperamental atende preciso,2021-04-02 00:00:00
positivo,A caixinha bonita rápida e arrisco alta a 3ª geração Vale a pena trocar a geração a 3ª e o upgrade acredito vá ficar a gosto executam mesmas funções A diferença significante fato o visual Troquei a 3ª geração consegui vender preço e aproveitei o desconto Black Friday oportunidade ótima Caso contrário acredito teria feito o upgrade finalizar satisfeito a geração a entrega rápida,2020-12-04 00:00:00
positivo,pai deficiente visual comprei pudesse utilizar usado o echo dot ouvir notícias principais pedir traduções palavras o inglês pesquisas assuntos o interessam finalmente podido ouvir músicas e convencendo ouvir e-books Produto excelente apesar pequeno ótimo som Pretendo comprar uso pessoal e sala,2021-01-02 00:00:00
